region	pos	depth_indel_reads	depth_clean_reads	alt_from_indel_reads	alt_from_clean_reads	run_accession	tissue
poly_c_hvs2	305	1928	1130	0	1	SRR27179075	skeletal_muscle
poly_c_hvs2	306	1927	1164	0	0	SRR27179075	skeletal_muscle
poly_c_hvs2	307	1926	1148	0	1	SRR27179075	skeletal_muscle
poly_c_hvs2	308	1933	1128	0	0	SRR27179075	skeletal_muscle
poly_c_hvs2	309	1935	1079	6	92	SRR27179075	skeletal_muscle
poly_c_hvs2	310	1985	833	76	26	SRR27179075	skeletal_muscle
poly_c_hvs2	311	1978	886	7	278	SRR27179075	skeletal_muscle
poly_c_hvs2	312	1966	1021	4	235	SRR27179075	skeletal_muscle
poly_c_hvs2	313	1974	1117	1	12	SRR27179075	skeletal_muscle
poly_c_hvs2	314	1975	1177	0	1	SRR27179075	skeletal_muscle
poly_c_hvs2	315	1963	1169	0	0	SRR27179075	skeletal_muscle
poly_c_hvs1	16180	29	6883	0	1	SRR27179075	skeletal_muscle
poly_c_hvs1	16181	26	6846	0	0	SRR27179075	skeletal_muscle
poly_c_hvs1	16182	27	6649	0	1	SRR27179075	skeletal_muscle
poly_c_hvs1	16183	24	6530	0	1	SRR27179075	skeletal_muscle
poly_c_hvs1	16184	25	6920	0	5	SRR27179075	skeletal_muscle
poly_c_hvs1	16185	26	6762	0	1	SRR27179075	skeletal_muscle
poly_c_hvs1	16186	25	6726	0	1	SRR27179075	skeletal_muscle
poly_c_hvs1	16187	25	6661	0	2	SRR27179075	skeletal_muscle
poly_c_hvs1	16188	24	6312	0	4	SRR27179075	skeletal_muscle
poly_c_hvs1	16189	24	5972	0	7	SRR27179075	skeletal_muscle
poly_c_hvs1	16190	23	6106	0	2	SRR27179075	skeletal_muscle
poly_c_hvs1	16191	25	6168	0	7	SRR27179075	skeletal_muscle
poly_c_hvs1	16192	24	6297	2	10	SRR27179075	skeletal_muscle
poly_c_hvs1	16193	23	6496	0	0	SRR27179075	skeletal_muscle
poly_c_hvs1	16194	23	6229	0	3	SRR27179075	skeletal_muscle
poly_c_hvs1	16195	24	6396	0	0	SRR27179075	skeletal_muscle
rnr2_control	2000	31	7777	0	2	SRR27179075	skeletal_muscle
rnr2_control	2001	23	6106	0	1	SRR27179075	skeletal_muscle
rnr2_control	2002	19	5956	0	0	SRR27179075	skeletal_muscle
rnr2_control	2003	18	3427	0	0	SRR27179075	skeletal_muscle
rnr2_control	2004	18	3659	0	0	SRR27179075	skeletal_muscle
rnr2_control	2005	20	4396	0	1	SRR27179075	skeletal_muscle
rnr2_control	2006	21	7193	0	0	SRR27179075	skeletal_muscle
rnr2_control	2007	21	7539	0	0	SRR27179075	skeletal_muscle
rnr2_control	2008	21	7561	0	2	SRR27179075	skeletal_muscle
rnr2_control	2009	21	7611	0	0	SRR27179075	skeletal_muscle
rnr2_control	2010	20	7596	0	3	SRR27179075	skeletal_muscle
rnr2_control	2011	20	7599	0	0	SRR27179075	skeletal_muscle
rnr2_control	2012	20	7610	0	1	SRR27179075	skeletal_muscle
rnr2_control	2013	20	7532	0	1	SRR27179075	skeletal_muscle
rnr2_control	2014	20	7574	0	0	SRR27179075	skeletal_muscle
rnr2_control	2015	20	7573	0	2	SRR27179075	skeletal_muscle
co1_control	6000	12	6368	0	1	SRR27179075	skeletal_muscle
co1_control	6001	12	6269	0	1	SRR27179075	skeletal_muscle
co1_control	6002	12	6181	0	2	SRR27179075	skeletal_muscle
co1_control	6003	11	6263	0	2	SRR27179075	skeletal_muscle
co1_control	6004	12	6047	0	3	SRR27179075	skeletal_muscle
co1_control	6005	12	6048	0	0	SRR27179075	skeletal_muscle
co1_control	6006	11	5902	0	1	SRR27179075	skeletal_muscle
co1_control	6007	12	6057	0	0	SRR27179075	skeletal_muscle
co1_control	6008	10	6332	0	1	SRR27179075	skeletal_muscle
co1_control	6009	9	6004	0	2	SRR27179075	skeletal_muscle
co1_control	6010	10	5565	0	0	SRR27179075	skeletal_muscle
co1_control	6011	12	2930	0	0	SRR27179075	skeletal_muscle
co1_control	6012	12	6352	0	0	SRR27179075	skeletal_muscle
co1_control	6013	11	7348	0	0	SRR27179075	skeletal_muscle
co1_control	6014	9	7643	0	2	SRR27179075	skeletal_muscle
co1_control	6015	8	7661	0	1	SRR27179075	skeletal_muscle
poly_c_hvs2	303	1213	680	0	5	SRR27179220	skeletal_muscle
poly_c_hvs2	304	1220	664	0	2	SRR27179220	skeletal_muscle
poly_c_hvs2	305	1219	654	0	0	SRR27179220	skeletal_muscle
poly_c_hvs2	306	1209	657	0	4	SRR27179220	skeletal_muscle
poly_c_hvs2	307	1219	648	1	1	SRR27179220	skeletal_muscle
poly_c_hvs2	308	1208	594	0	1	SRR27179220	skeletal_muscle
poly_c_hvs2	309	1223	565	0	48	SRR27179220	skeletal_muscle
poly_c_hvs2	310	1249	435	18	80	SRR27179220	skeletal_muscle
poly_c_hvs2	311	1231	484	0	6	SRR27179220	skeletal_muscle
poly_c_hvs2	312	1229	587	0	1	SRR27179220	skeletal_muscle
poly_c_hvs2	313	1223	652	0	0	SRR27179220	skeletal_muscle
poly_c_hvs2	314	1223	650	0	2	SRR27179220	skeletal_muscle
poly_c_hvs2	315	1218	648	0	1	SRR27179220	skeletal_muscle
poly_c_hvs1	16180	25	6609	0	2	SRR27179220	skeletal_muscle
poly_c_hvs1	16181	25	6564	0	2	SRR27179220	skeletal_muscle
poly_c_hvs1	16182	23	6429	0	1	SRR27179220	skeletal_muscle
poly_c_hvs1	16183	24	6369	0	2	SRR27179220	skeletal_muscle
poly_c_hvs1	16184	25	6648	0	3	SRR27179220	skeletal_muscle
poly_c_hvs1	16185	23	6495	0	3	SRR27179220	skeletal_muscle
poly_c_hvs1	16186	23	6460	0	1	SRR27179220	skeletal_muscle
poly_c_hvs1	16187	24	6414	0	5	SRR27179220	skeletal_muscle
poly_c_hvs1	16188	25	6058	0	4	SRR27179220	skeletal_muscle
poly_c_hvs1	16189	23	5797	0	6	SRR27179220	skeletal_muscle
poly_c_hvs1	16190	24	5882	0	3	SRR27179220	skeletal_muscle
poly_c_hvs1	16191	26	5940	0	1	SRR27179220	skeletal_muscle
poly_c_hvs1	16192	27	5980	0	8	SRR27179220	skeletal_muscle
poly_c_hvs1	16193	26	6155	0	3	SRR27179220	skeletal_muscle
poly_c_hvs1	16194	25	5949	0	0	SRR27179220	skeletal_muscle
poly_c_hvs1	16195	25	6055	0	1	SRR27179220	skeletal_muscle
rnr2_control	2000	27	7766	0	0	SRR27179220	skeletal_muscle
rnr2_control	2001	19	6177	0	5	SRR27179220	skeletal_muscle
rnr2_control	2002	13	6463	0	0	SRR27179220	skeletal_muscle
rnr2_control	2003	11	3622	0	0	SRR27179220	skeletal_muscle
rnr2_control	2004	16	3549	0	1	SRR27179220	skeletal_muscle
rnr2_control	2005	13	4109	0	0	SRR27179220	skeletal_muscle
rnr2_control	2006	13	6664	0	0	SRR27179220	skeletal_muscle
rnr2_control	2007	13	7398	0	1	SRR27179220	skeletal_muscle
rnr2_control	2008	15	7582	0	0	SRR27179220	skeletal_muscle
rnr2_control	2009	15	7610	0	1	SRR27179220	skeletal_muscle
rnr2_control	2010	15	7640	0	0	SRR27179220	skeletal_muscle
rnr2_control	2011	15	7632	0	3	SRR27179220	skeletal_muscle
rnr2_control	2012	15	7627	0	0	SRR27179220	skeletal_muscle
rnr2_control	2013	15	7573	0	1	SRR27179220	skeletal_muscle
rnr2_control	2014	15	7631	0	3	SRR27179220	skeletal_muscle
rnr2_control	2015	15	7604	0	6	SRR27179220	skeletal_muscle
co1_control	6000	11	6977	0	1	SRR27179220	skeletal_muscle
co1_control	6001	11	6830	0	0	SRR27179220	skeletal_muscle
co1_control	6002	11	6802	0	0	SRR27179220	skeletal_muscle
co1_control	6003	11	6807	0	0	SRR27179220	skeletal_muscle
co1_control	6004	11	6766	0	0	SRR27179220	skeletal_muscle
co1_control	6005	10	6637	0	1	SRR27179220	skeletal_muscle
co1_control	6006	10	6338	0	1	SRR27179220	skeletal_muscle
co1_control	6007	9	6585	0	0	SRR27179220	skeletal_muscle
co1_control	6008	11	7062	0	1	SRR27179220	skeletal_muscle
co1_control	6009	11	6748	0	0	SRR27179220	skeletal_muscle
co1_control	6010	11	6432	0	1	SRR27179220	skeletal_muscle
co1_control	6011	12	5612	0	0	SRR27179220	skeletal_muscle
co1_control	6012	11	7533	0	0	SRR27179220	skeletal_muscle
co1_control	6013	8	7636	0	1	SRR27179220	skeletal_muscle
co1_control	6014	8	7729	0	2	SRR27179220	skeletal_muscle
co1_control	6015	8	7717	0	2	SRR27179220	skeletal_muscle
poly_c_hvs2	303	1232	903	0	0	SRR27179144	skeletal_muscle
poly_c_hvs2	304	1227	898	0	1	SRR27179144	skeletal_muscle
poly_c_hvs2	305	1235	906	0	1	SRR27179144	skeletal_muscle
poly_c_hvs2	306	1225	915	0	0	SRR27179144	skeletal_muscle
poly_c_hvs2	307	1223	890	0	1	SRR27179144	skeletal_muscle
poly_c_hvs2	308	1216	880	0	0	SRR27179144	skeletal_muscle
poly_c_hvs2	309	1216	828	3	32	SRR27179144	skeletal_muscle
poly_c_hvs2	310	1310	599	41	8	SRR27179144	skeletal_muscle
poly_c_hvs2	311	1329	589	3	374	SRR27179144	skeletal_muscle
poly_c_hvs2	312	1311	670	1	19	SRR27179144	skeletal_muscle
poly_c_hvs2	313	1298	715	0	1	SRR27179144	skeletal_muscle
poly_c_hvs2	314	1301	741	0	1	SRR27179144	skeletal_muscle
poly_c_hvs2	315	1303	723	0	0	SRR27179144	skeletal_muscle
poly_c_hvs1	16180	18	6926	0	0	SRR27179144	skeletal_muscle
poly_c_hvs1	16181	17	6899	0	0	SRR27179144	skeletal_muscle
poly_c_hvs1	16182	18	6798	0	2	SRR27179144	skeletal_muscle
poly_c_hvs1	16183	18	6684	0	4	SRR27179144	skeletal_muscle
poly_c_hvs1	16184	18	6945	0	2	SRR27179144	skeletal_muscle
poly_c_hvs1	16185	17	6716	0	2	SRR27179144	skeletal_muscle
poly_c_hvs1	16186	16	6687	0	4	SRR27179144	skeletal_muscle
poly_c_hvs1	16187	17	6575	0	4	SRR27179144	skeletal_muscle
poly_c_hvs1	16188	16	6227	0	9	SRR27179144	skeletal_muscle
poly_c_hvs1	16189	15	5954	0	10	SRR27179144	skeletal_muscle
poly_c_hvs1	16190	17	6027	0	1	SRR27179144	skeletal_muscle
poly_c_hvs1	16191	16	6007	0	1	SRR27179144	skeletal_muscle
poly_c_hvs1	16192	18	6057	0	4	SRR27179144	skeletal_muscle
poly_c_hvs1	16193	16	6296	0	1	SRR27179144	skeletal_muscle
poly_c_hvs1	16194	15	6143	0	0	SRR27179144	skeletal_muscle
poly_c_hvs1	16195	16	6185	0	4	SRR27179144	skeletal_muscle
rnr2_control	2000	24	7808	0	1	SRR27179144	skeletal_muscle
rnr2_control	2001	16	6486	0	2	SRR27179144	skeletal_muscle
rnr2_control	2002	15	6382	0	0	SRR27179144	skeletal_muscle
rnr2_control	2003	15	4242	0	0	SRR27179144	skeletal_muscle
rnr2_control	2004	11	3215	0	1	SRR27179144	skeletal_muscle
rnr2_control	2005	8	3365	0	0	SRR27179144	skeletal_muscle
rnr2_control	2006	5	4721	0	0	SRR27179144	skeletal_muscle
rnr2_control	2007	3	5335	0	2	SRR27179144	skeletal_muscle
rnr2_control	2008	6	7423	0	2	SRR27179144	skeletal_muscle
rnr2_control	2009	7	7650	0	1	SRR27179144	skeletal_muscle
rnr2_control	2010	6	7625	0	2	SRR27179144	skeletal_muscle
rnr2_control	2011	7	7658	0	3	SRR27179144	skeletal_muscle
rnr2_control	2012	7	7614	0	5	SRR27179144	skeletal_muscle
rnr2_control	2013	6	7615	0	0	SRR27179144	skeletal_muscle
rnr2_control	2014	7	7629	0	0	SRR27179144	skeletal_muscle
rnr2_control	2015	7	7640	0	3	SRR27179144	skeletal_muscle
co1_control	6000	9	6622	0	0	SRR27179144	skeletal_muscle
co1_control	6001	9	6539	0	2	SRR27179144	skeletal_muscle
co1_control	6002	9	6447	0	0	SRR27179144	skeletal_muscle
co1_control	6003	10	6494	0	2	SRR27179144	skeletal_muscle
co1_control	6004	10	6251	0	1	SRR27179144	skeletal_muscle
co1_control	6005	10	6254	0	1	SRR27179144	skeletal_muscle
co1_control	6006	10	5742	0	3	SRR27179144	skeletal_muscle
co1_control	6007	10	6262	0	0	SRR27179144	skeletal_muscle
co1_control	6008	9	6530	0	0	SRR27179144	skeletal_muscle
co1_control	6009	9	6245	0	2	SRR27179144	skeletal_muscle
co1_control	6010	9	5636	0	0	SRR27179144	skeletal_muscle
co1_control	6011	8	4295	0	0	SRR27179144	skeletal_muscle
co1_control	6012	8	5113	0	2	SRR27179144	skeletal_muscle
co1_control	6013	9	5675	0	0	SRR27179144	skeletal_muscle
co1_control	6014	7	6113	0	0	SRR27179144	skeletal_muscle
co1_control	6015	13	6981	0	1	SRR27179144	skeletal_muscle
poly_c_hvs2	303	2114	1052	1	5	SRR27179168	skeletal_muscle
poly_c_hvs2	304	2069	1098	0	1	SRR27179168	skeletal_muscle
poly_c_hvs2	305	2070	1139	0	0	SRR27179168	skeletal_muscle
poly_c_hvs2	306	2062	1146	2	1	SRR27179168	skeletal_muscle
poly_c_hvs2	307	2085	1126	1	0	SRR27179168	skeletal_muscle
poly_c_hvs2	308	2065	1059	0	0	SRR27179168	skeletal_muscle
poly_c_hvs2	309	2087	1026	1	54	SRR27179168	skeletal_muscle
poly_c_hvs2	310	2303	623	40	92	SRR27179168	skeletal_muscle
poly_c_hvs2	311	2154	871	0	8	SRR27179168	skeletal_muscle
poly_c_hvs2	312	2139	1012	1	1	SRR27179168	skeletal_muscle
poly_c_hvs2	313	2137	1118	1	0	SRR27179168	skeletal_muscle
poly_c_hvs2	314	2136	1124	0	0	SRR27179168	skeletal_muscle
poly_c_hvs2	315	2124	1127	0	1	SRR27179168	skeletal_muscle
poly_c_hvs1	16180	29	6999	0	0	SRR27179168	skeletal_muscle
poly_c_hvs1	16181	28	6930	0	2	SRR27179168	skeletal_muscle
poly_c_hvs1	16182	29	6772	0	0	SRR27179168	skeletal_muscle
poly_c_hvs1	16183	29	6736	1	2	SRR27179168	skeletal_muscle
poly_c_hvs1	16184	29	6948	0	1	SRR27179168	skeletal_muscle
poly_c_hvs1	16185	27	6741	0	2	SRR27179168	skeletal_muscle
poly_c_hvs1	16186	27	6771	0	2	SRR27179168	skeletal_muscle
poly_c_hvs1	16187	27	6803	0	3	SRR27179168	skeletal_muscle
poly_c_hvs1	16188	26	6441	0	2	SRR27179168	skeletal_muscle
poly_c_hvs1	16189	23	6212	1	6	SRR27179168	skeletal_muscle
poly_c_hvs1	16190	23	6268	0	3	SRR27179168	skeletal_muscle
poly_c_hvs1	16191	23	6326	0	3	SRR27179168	skeletal_muscle
poly_c_hvs1	16192	22	6431	0	4	SRR27179168	skeletal_muscle
poly_c_hvs1	16193	22	6600	0	4	SRR27179168	skeletal_muscle
poly_c_hvs1	16194	22	6433	0	1	SRR27179168	skeletal_muscle
poly_c_hvs1	16195	19	6475	0	1	SRR27179168	skeletal_muscle
rnr2_control	2000	37	7788	0	4	SRR27179168	skeletal_muscle
rnr2_control	2001	29	6215	0	4	SRR27179168	skeletal_muscle
rnr2_control	2002	27	6423	0	0	SRR27179168	skeletal_muscle
rnr2_control	2003	23	3825	0	0	SRR27179168	skeletal_muscle
rnr2_control	2004	25	3647	0	2	SRR27179168	skeletal_muscle
rnr2_control	2005	22	4261	0	0	SRR27179168	skeletal_muscle
rnr2_control	2006	21	7325	0	0	SRR27179168	skeletal_muscle
rnr2_control	2007	21	7557	0	0	SRR27179168	skeletal_muscle
rnr2_control	2008	22	7506	0	3	SRR27179168	skeletal_muscle
rnr2_control	2009	22	7541	0	4	SRR27179168	skeletal_muscle
rnr2_control	2010	21	7597	0	1	SRR27179168	skeletal_muscle
rnr2_control	2011	22	7569	0	3	SRR27179168	skeletal_muscle
rnr2_control	2012	21	7574	0	0	SRR27179168	skeletal_muscle
rnr2_control	2013	21	7463	0	2	SRR27179168	skeletal_muscle
rnr2_control	2014	22	7581	0	0	SRR27179168	skeletal_muscle
rnr2_control	2015	22	7532	0	7	SRR27179168	skeletal_muscle
co1_control	6000	13	7286	0	0	SRR27179168	skeletal_muscle
co1_control	6001	13	7269	0	0	SRR27179168	skeletal_muscle
co1_control	6002	12	7217	0	0	SRR27179168	skeletal_muscle
co1_control	6003	12	7170	0	2	SRR27179168	skeletal_muscle
co1_control	6004	12	7142	0	2	SRR27179168	skeletal_muscle
co1_control	6005	12	6984	0	0	SRR27179168	skeletal_muscle
co1_control	6006	15	6836	0	2	SRR27179168	skeletal_muscle
co1_control	6007	16	7074	0	1	SRR27179168	skeletal_muscle
co1_control	6008	17	7513	0	0	SRR27179168	skeletal_muscle
co1_control	6009	16	7295	0	0	SRR27179168	skeletal_muscle
co1_control	6010	16	7365	0	0	SRR27179168	skeletal_muscle
co1_control	6011	16	7048	0	0	SRR27179168	skeletal_muscle
co1_control	6012	16	7789	0	1	SRR27179168	skeletal_muscle
co1_control	6013	15	7801	0	0	SRR27179168	skeletal_muscle
co1_control	6014	14	7807	0	0	SRR27179168	skeletal_muscle
co1_control	6015	14	7816	0	2	SRR27179168	skeletal_muscle
poly_c_hvs2	303	1513	1228	0	0	SRR27179146	skeletal_muscle
poly_c_hvs2	304	1520	1321	0	0	SRR27179146	skeletal_muscle
poly_c_hvs2	305	1525	1344	0	0	SRR27179146	skeletal_muscle
poly_c_hvs2	306	1514	1358	0	0	SRR27179146	skeletal_muscle
poly_c_hvs2	307	1513	1319	0	0	SRR27179146	skeletal_muscle
poly_c_hvs2	308	1522	1280	0	1	SRR27179146	skeletal_muscle
poly_c_hvs2	309	1521	1217	10	159	SRR27179146	skeletal_muscle
poly_c_hvs2	310	1644	838	307	85	SRR27179146	skeletal_muscle
poly_c_hvs2	311	1632	873	3	375	SRR27179146	skeletal_muscle
poly_c_hvs2	312	1613	1021	0	14	SRR27179146	skeletal_muscle
poly_c_hvs2	313	1617	1090	1	0	SRR27179146	skeletal_muscle
poly_c_hvs2	314	1614	1111	0	1	SRR27179146	skeletal_muscle
poly_c_hvs2	315	1618	1111	2	1	SRR27179146	skeletal_muscle
poly_c_hvs1	16180	19	7414	0	0	SRR27179146	skeletal_muscle
poly_c_hvs1	16181	20	7385	0	0	SRR27179146	skeletal_muscle
poly_c_hvs1	16182	20	7215	0	3	SRR27179146	skeletal_muscle
poly_c_hvs1	16183	18	7084	0	2	SRR27179146	skeletal_muscle
poly_c_hvs1	16184	20	7274	0	4	SRR27179146	skeletal_muscle
poly_c_hvs1	16185	20	6809	0	1	SRR27179146	skeletal_muscle
poly_c_hvs1	16186	20	6801	0	2	SRR27179146	skeletal_muscle
poly_c_hvs1	16187	18	6735	0	10	SRR27179146	skeletal_muscle
poly_c_hvs1	16188	14	6176	0	5	SRR27179146	skeletal_muscle
poly_c_hvs1	16189	14	5888	0	13	SRR27179146	skeletal_muscle
poly_c_hvs1	16190	16	5947	0	3	SRR27179146	skeletal_muscle
poly_c_hvs1	16191	16	6084	0	0	SRR27179146	skeletal_muscle
poly_c_hvs1	16192	15	6227	0	7	SRR27179146	skeletal_muscle
poly_c_hvs1	16193	15	6489	0	1	SRR27179146	skeletal_muscle
poly_c_hvs1	16194	13	6287	0	0	SRR27179146	skeletal_muscle
poly_c_hvs1	16195	13	6311	0	2	SRR27179146	skeletal_muscle
rnr2_control	2000	22	7817	0	2	SRR27179146	skeletal_muscle
rnr2_control	2001	12	5654	0	0	SRR27179146	skeletal_muscle
rnr2_control	2002	6	4836	0	0	SRR27179146	skeletal_muscle
rnr2_control	2003	7	2499	0	0	SRR27179146	skeletal_muscle
rnr2_control	2004	9	3804	0	0	SRR27179146	skeletal_muscle
rnr2_control	2005	8	4529	0	0	SRR27179146	skeletal_muscle
rnr2_control	2006	10	6349	0	0	SRR27179146	skeletal_muscle
rnr2_control	2007	12	7249	0	0	SRR27179146	skeletal_muscle
rnr2_control	2008	16	7588	0	3	SRR27179146	skeletal_muscle
rnr2_control	2009	16	7622	0	2	SRR27179146	skeletal_muscle
rnr2_control	2010	15	7663	0	1	SRR27179146	skeletal_muscle
rnr2_control	2011	16	7673	0	0	SRR27179146	skeletal_muscle
rnr2_control	2012	16	7634	0	0	SRR27179146	skeletal_muscle
rnr2_control	2013	15	7597	0	1	SRR27179146	skeletal_muscle
rnr2_control	2014	16	7647	0	1	SRR27179146	skeletal_muscle
rnr2_control	2015	15	7594	0	2	SRR27179146	skeletal_muscle
co1_control	6000	16	6941	0	3	SRR27179146	skeletal_muscle
co1_control	6001	16	6833	0	1	SRR27179146	skeletal_muscle
co1_control	6002	16	6720	0	2	SRR27179146	skeletal_muscle
co1_control	6003	16	6791	0	1	SRR27179146	skeletal_muscle
co1_control	6004	15	6634	0	0	SRR27179146	skeletal_muscle
co1_control	6005	11	6624	0	0	SRR27179146	skeletal_muscle
co1_control	6006	12	5602	0	2	SRR27179146	skeletal_muscle
co1_control	6007	13	6504	0	2	SRR27179146	skeletal_muscle
co1_control	6008	14	6880	0	0	SRR27179146	skeletal_muscle
co1_control	6009	15	6443	0	0	SRR27179146	skeletal_muscle
co1_control	6010	17	4902	0	0	SRR27179146	skeletal_muscle
co1_control	6011	19	4495	0	1	SRR27179146	skeletal_muscle
co1_control	6012	17	6993	0	0	SRR27179146	skeletal_muscle
co1_control	6013	15	7576	0	0	SRR27179146	skeletal_muscle
co1_control	6014	15	7739	0	5	SRR27179146	skeletal_muscle
co1_control	6015	15	7666	0	3	SRR27179146	skeletal_muscle
poly_c_hvs2	303	1359	1163	0	5	SRR27179251	skeletal_muscle
poly_c_hvs2	304	1378	1120	0	1	SRR27179251	skeletal_muscle
poly_c_hvs2	305	1371	1124	0	0	SRR27179251	skeletal_muscle
poly_c_hvs2	306	1386	1105	0	0	SRR27179251	skeletal_muscle
poly_c_hvs2	307	1392	1114	0	0	SRR27179251	skeletal_muscle
poly_c_hvs2	308	1380	1060	1	1	SRR27179251	skeletal_muscle
poly_c_hvs2	309	1378	1017	2	70	SRR27179251	skeletal_muscle
poly_c_hvs2	310	1450	818	18	4	SRR27179251	skeletal_muscle
poly_c_hvs2	311	1446	847	0	95	SRR27179251	skeletal_muscle
poly_c_hvs2	312	1437	930	4	453	SRR27179251	skeletal_muscle
poly_c_hvs2	313	1433	998	0	27	SRR27179251	skeletal_muscle
poly_c_hvs2	314	1434	1012	0	1	SRR27179251	skeletal_muscle
poly_c_hvs2	315	1430	1023	0	4	SRR27179251	skeletal_muscle
poly_c_hvs1	16180	17	6963	0	0	SRR27179251	skeletal_muscle
poly_c_hvs1	16181	16	6912	0	1	SRR27179251	skeletal_muscle
poly_c_hvs1	16182	16	6776	0	0	SRR27179251	skeletal_muscle
poly_c_hvs1	16183	16	6686	0	2	SRR27179251	skeletal_muscle
poly_c_hvs1	16184	16	6889	0	3	SRR27179251	skeletal_muscle
poly_c_hvs1	16185	15	6633	0	2	SRR27179251	skeletal_muscle
poly_c_hvs1	16186	15	6570	0	0	SRR27179251	skeletal_muscle
poly_c_hvs1	16187	15	6561	0	2	SRR27179251	skeletal_muscle
poly_c_hvs1	16188	14	6131	0	3	SRR27179251	skeletal_muscle
poly_c_hvs1	16189	14	5797	0	14	SRR27179251	skeletal_muscle
poly_c_hvs1	16190	13	5875	0	2	SRR27179251	skeletal_muscle
poly_c_hvs1	16191	14	6055	0	1	SRR27179251	skeletal_muscle
poly_c_hvs1	16192	15	6274	0	7	SRR27179251	skeletal_muscle
poly_c_hvs1	16193	16	6549	0	3	SRR27179251	skeletal_muscle
poly_c_hvs1	16194	15	6319	0	0	SRR27179251	skeletal_muscle
poly_c_hvs1	16195	15	6405	0	1	SRR27179251	skeletal_muscle
rnr2_control	2000	31	7798	0	4	SRR27179251	skeletal_muscle
rnr2_control	2001	29	6321	0	1	SRR27179251	skeletal_muscle
rnr2_control	2002	10	5504	0	0	SRR27179251	skeletal_muscle
rnr2_control	2003	9	3063	0	0	SRR27179251	skeletal_muscle
rnr2_control	2004	9	3310	0	0	SRR27179251	skeletal_muscle
rnr2_control	2005	9	4029	0	2	SRR27179251	skeletal_muscle
rnr2_control	2006	10	5430	0	1	SRR27179251	skeletal_muscle
rnr2_control	2007	15	6233	0	0	SRR27179251	skeletal_muscle
rnr2_control	2008	18	7322	0	1	SRR27179251	skeletal_muscle
rnr2_control	2009	16	7477	0	1	SRR27179251	skeletal_muscle
rnr2_control	2010	18	7496	0	3	SRR27179251	skeletal_muscle
rnr2_control	2011	16	7504	0	2	SRR27179251	skeletal_muscle
rnr2_control	2012	18	7510	0	3	SRR27179251	skeletal_muscle
rnr2_control	2013	18	7444	0	0	SRR27179251	skeletal_muscle
rnr2_control	2014	18	7521	0	1	SRR27179251	skeletal_muscle
rnr2_control	2015	18	7506	0	3	SRR27179251	skeletal_muscle
co1_control	6000	15	6761	0	1	SRR27179251	skeletal_muscle
co1_control	6001	14	6689	0	1	SRR27179251	skeletal_muscle
co1_control	6002	15	6588	0	1	SRR27179251	skeletal_muscle
co1_control	6003	15	6633	0	1	SRR27179251	skeletal_muscle
co1_control	6004	14	6429	0	4	SRR27179251	skeletal_muscle
co1_control	6005	15	6427	0	1	SRR27179251	skeletal_muscle
co1_control	6006	14	5848	0	4	SRR27179251	skeletal_muscle
co1_control	6007	15	6482	0	0	SRR27179251	skeletal_muscle
co1_control	6008	14	6712	0	0	SRR27179251	skeletal_muscle
co1_control	6009	13	6398	0	3	SRR27179251	skeletal_muscle
co1_control	6010	13	4952	1	0	SRR27179251	skeletal_muscle
co1_control	6011	13	3837	0	0	SRR27179251	skeletal_muscle
co1_control	6012	7	6524	0	0	SRR27179251	skeletal_muscle
co1_control	6013	6	7427	0	0	SRR27179251	skeletal_muscle
co1_control	6014	6	7648	0	3	SRR27179251	skeletal_muscle
co1_control	6015	6	7609	0	1	SRR27179251	skeletal_muscle
poly_c_hvs2	303	2033	1052	4	16	SRR27179084	skeletal_muscle
poly_c_hvs2	304	1988	1056	0	7	SRR27179084	skeletal_muscle
poly_c_hvs2	305	1992	1056	0	2	SRR27179084	skeletal_muscle
poly_c_hvs2	306	2008	1052	0	6	SRR27179084	skeletal_muscle
poly_c_hvs2	307	2002	976	1	1	SRR27179084	skeletal_muscle
poly_c_hvs2	308	1988	908	0	2	SRR27179084	skeletal_muscle
poly_c_hvs2	309	2008	833	2	57	SRR27179084	skeletal_muscle
poly_c_hvs2	310	2166	493	31	88	SRR27179084	skeletal_muscle
poly_c_hvs2	311	2065	690	1	7	SRR27179084	skeletal_muscle
poly_c_hvs2	312	2057	785	1	0	SRR27179084	skeletal_muscle
poly_c_hvs2	313	2052	842	0	1	SRR27179084	skeletal_muscle
poly_c_hvs2	314	2056	848	0	1	SRR27179084	skeletal_muscle
poly_c_hvs2	315	2046	836	0	1	SRR27179084	skeletal_muscle
poly_c_hvs1	16180	26	5833	0	1	SRR27179084	skeletal_muscle
poly_c_hvs1	16181	24	5733	0	0	SRR27179084	skeletal_muscle
poly_c_hvs1	16182	22	5604	0	3	SRR27179084	skeletal_muscle
poly_c_hvs1	16183	22	5494	0	6	SRR27179084	skeletal_muscle
poly_c_hvs1	16184	24	5988	0	2	SRR27179084	skeletal_muscle
poly_c_hvs1	16185	25	5913	0	0	SRR27179084	skeletal_muscle
poly_c_hvs1	16186	25	5933	0	4	SRR27179084	skeletal_muscle
poly_c_hvs1	16187	25	5926	0	3	SRR27179084	skeletal_muscle
poly_c_hvs1	16188	22	5728	0	1	SRR27179084	skeletal_muscle
poly_c_hvs1	16189	22	5476	2	10	SRR27179084	skeletal_muscle
poly_c_hvs1	16190	22	5578	0	4	SRR27179084	skeletal_muscle
